LATITUDE;LONGITUDE;STATES
324911;-1147089;AZ
406137;-1118144;UT
419196;-880785;IL
398456;-753718;PA
259129;-802013;FL
396776;-757576;DE
39577;-1051144;CO
341082;-117809;CA
407011;-990833;NE
334733;-1176967;CA
470979;-1224233;WA
340786;-1184021;CA
406148;-1118927;UT
414783;-870506;IN
472147;-1225461;WA
290225;-812875;FL
408446;-73405;NY
296898;-951151;TX
393571;-843023;OH
407836;-731945;NY
214062;-1577904;HI
405887;-73666;NY
480024;-1220953;WA
39801;-840094;OH
264276;-817951;FL
41737;-880409;IL
376834;-1130956;UT
332198;-868225;AL
318248;-816137;GA
401638;-1116205;UT
303151;-909571;LA
421292;-878352;IL
375553;-1222659;CA
300972;-816175;FL
337384;-847054;GA
452571;-933265;MN
409359;-741177;NJ
311192;-97914;TX
38781;-771839;VA
460671;-1183368;WA
406511;-736075;NY
316134;-946528;TX
263219;-802533;FL
393893;-76702;MD
463934;-1169933;ID
383465;-1047246;CO
405678;-896251;IL
389899;-846471;KY
351195;-807101;NC
465965;-1120202;MT
407176;-735947;NY
419193;-883109;IL
440991;-876812;WI
338884;-1183531;CA
38912;-775132;VA
413099;-1056085;WY
442752;-1054982;WY
470322;-1222827;WA
407838;-815254;OH
420064;-879921;IL
281206;-826868;FL
333693;-1172259;CA
341207;-1177703;CA
341026;-845091;GA
403238;-800364;PA
411151;-740486;NY
258571;-802367;FL
34933;-822313;SC
38996;-769337;MD
424657;-829461;MI
43226;-754909;NY
280875;-824791;FL
414524;-819294;OH
344361;-1198594;CA
260593;-801637;FL
324375;-817751;GA
327536;-977723;TX
584546;-1341739;AK
448323;-687906;ME
305205;-871899;FL
473914;-1223156;WA
41029;-1119456;UT
372304;-1219562;CA
397728;-1051028;CO
327317;-1169766;CA
407288;-732495;NY
392394;-944191;MO
447545;-933632;MN
298871;-901126;LA
408791;-741085;NJ
329545;-971503;TX
310572;-976446;TX
413776;-836495;OH
403783;-1117953;UT
328837;-1059625;NM
41103;-1120238;UT
335918;-1176991;CA
422693;-880102;IL
414149;-81919;OH
407002;-736775;NY
324669;-96989;TX
335303;-817271;SC
353531;-969647;OK
442612;-121181;OR
348691;-1204222;CA
43299;-709787;NH
40345;-1119154;UT
388648;-771878;VA
348507;-922029;AR
41489;-730518;CT
403562;-746693;NJ
408681;-730821;NY
372684;-1220263;CA
301356;-817674;FL
368381;-874775;KY
259125;-803214;FL
401426;-876111;IL
379629;-1223426;CA
386504;-1212496;CA
373684;-1220965;CA
390052;-77405;VA
421629;-883159;IL
323568;-974151;TX
372043;-773913;VA
321453;-111048;AZ
285989;-813442;FL
450681;-933162;MN
424442;-765032;NY
319323;-1109654;AZ
395543;-763732;MD
326612;-853769;AL
300988;-817124;FL
378906;-845668;KY
423708;-879392;IL
417374;-861348;IN
330274;-850384;GA
40.66;-1118226;UT
393832;-765519;MD
354827;-1206858;CA
35217;-1140105;AZ
402965;-739915;NJ
409506;-903763;IL
261844;-817031;FL
414143;-873457;IN
410859;-1120698;UT
393444;-767668;MD
356936;-786181;NC
430457;-788659;NY
373529;-1205959;CA
295634;-982115;TX
343545;-1190656;CA
42626;-706897;MA
33946;-1168992;CA
386886;-1046829;CO
413138;-81745;OH
38595;-90.55;MO
339523;-839932;GA
376733;-1221332;CA
375859;-1223667;CA
429859;-894255;WI
425073;-831034;MI
208715;-1564603;HI
350955;-770723;NC
423172;-878595;IL
362043;-833001;TN
353683;-1189225;CA
338842;-843007;GA
33436;-939959;AR
33385;-910514;MS
406328;-736364;NY
354724;-808813;NC
344448;-1197879;CA
340334;-1178593;CA
354875;-79177;NC
27997;-823653;FL
41149;-81361;OH
406077;-742807;NJ
406516;-743432;NJ
393436;-764253;MD
374982;-1222677;CA
39405;-765235;MD
41.51;-876345;IL
421823;-878104;IL
340053;-841492;GA
385974;-899148;IL
390144;-76.68;MD
410932;-807405;OH
342467;-844897;GA
382473;-1220091;CA
295891;-979676;TX
374671;-1221352;CA
335254;-842295;GA
424649;-831824;MI
391552;-765537;MD
357468;-839789;TN
287125;-100484;TX
326616;-1143974;AZ
420976;-792367;NY
33955;-1165429;CA
32401;-1042388;NM
305593;-910369;LA
300731;-904758;LA
352762;-931383;AR
410051;-73668;NY
420278;-878099;IL
389944;-944641;MO
422047;-832057;MI
359639;-842938;TN
355953;-787778;NC
474444;-1222986;WA
438226;-1117919;ID
300049;-918202;LA
356308;-1176622;CA
385018;-903149;MO
360555;-905149;AR
364667;-942707;AR
361242;-1153324;NV
429577;-854895;MI
407936;-728748;NY
421913;-883477;IL
429974;-836175;MI
365919;-1218808;CA
387296;-901268;IL
414861;-874442;IN
423266;-726745;MA
286624;-813217;FL
378397;-875798;KY
417444;-877686;IL
348807;-921304;AR
412399;-77037;PA
337581;-1174677;CA
408917;-739736;NJ
410236;-737193;NY
454649;-984686;SD
371303;-1134878;UT
313275;-858463;AL
380725;-1221526;CA
301689;-818337;FL
437223;-1163866;ID
41514;-872729;IN
38951;-845492;KY
331116;-961099;TX
264253;-814251;FL
424556;-71059;MA
455614;-122837;OR
416469;-874545;IN
399897;-863182;IN
414459;-744236;NY
382049;-855701;KY
449876;-929641;MN
399495;-753038;PA
322389;-1014799;TX
481814;-1036364;ND
39455;-76814;MD
450841;-932595;MN
394068;-76478;MD
385788;-904203;MO
418666;-880629;IL
283203;-80736;FL
405497;-856604;IN
381924;-848643;KY
414199;-816038;OH
343627;-895336;MS
385422;-1228089;CA
415648;-875462;IL
453772;-1227748;OR
390603;-768456;MD
295091;-983084;TX
358368;-788348;NC
404262;-797605;PA
355201;-977639;OK
355938;-1193671;CA
393903;-750561;NJ
214465;-1580147;HI
421599;-88433;IL
416054;-877527;IL
376549;-776201;VA
409236;-739982;NJ
392134;-945592;MO
325693;-117118;CA
28073;-825628;FL
359454;-958776;OK
406858;-752209;PA
351783;-806528;NC
349512;-900501;MS
290249;-809652;FL
452617;-934494;MN
377611;-1000182;KS
408709;-736287;NY
400404;-1050399;CO
414744;-815496;OH
405024;-797495;PA
339886;-1181877;CA
357842;-808713;NC
420771;-877282;IL
422595;-832107;MI
431487;-931997;IA
407634;-1121599;UT
339252;-1175498;CA
427129;-878876;WI
413502;-721022;CT
41896;-882253;IL
387189;-904749;MO
375154;-1222953;CA
420343;-929068;IA
407943;-1241564;CA
450842;-931358;MN
280436;-823773;FL
423387;-882932;IL
406858;-73371;NY
392187;-767683;MD
335818;-850838;GA
358813;-800807;NC
415095;-879703;IL
305396;-97544;TX
33059;-1114209;AZ
447246;-934419;MN
440505;-916684;MN
328913;-971486;TX
45367;-1226399;OR
448164;-936091;MN
396829;-839413;OH
341478;-1160659;CA
36699;-1195575;CA
473659;-1220368;WA
327331;-1170344;CA
254935;-804363;FL
283254;-826834;FL
347843;-869503;AL
407041;-732954;NY
293872;-952938;TX
306263;-878816;AL
423244;-833412;MI
398337;-86383;IN
408172;-819336;OH
274185;-823948;FL
418479;-883109;IL
32273;-900918;MS
409455;-740712;NJ
379753;-1008527;KS
42234;-879608;IL
429338;-765685;NY
349766;-920274;AR
414395;-964873;NE
386155;-901304;IL
213344;-1580262;HI
298761;-982611;TX
45689;-1225306;WA
407832;-734732;NY
466941;-920823;WI
382698;-1213004;CA
392246;-772659;MD
400437;-842186;OH
445241;-895507;WI
27715;-823569;FL
339759;-1180689;CA
318389;-1025003;TX
380064;-1222564;CA
441669;-884767;WI
333712;-869728;AL
299014;-900279;LA
407623;-733218;NY
336695;-1123573;AZ
410095;-816037;OH
411358;-818695;OH
451472;-1228603;OR
332586;-875993;AL
448546;-935621;MN
297882;-951724;TX
378919;-1221189;CA
329783;-1155287;CA
413411;-741667;NY
395879;-1050694;CO
329726;-965793;TX
426416;-845308;MI
332394;-968087;TX
357158;-798127;NC
362949;-1197983;CA
336871;-790086;SC
475661;-122232;WA
407944;-73.07;NY
329302;-800027;SC
409483;-814757;OH
390949;-768622;MD
450656;-93015;MN
440912;-932312;MN
365988;-1194471;CA
364432;-1213426;CA
43631;-702895;ME
467308;-1169986;ID
324738;-90.13;MS
390803;-769527;MD
277065;-824209;FL
277822;-804819;FL
393461;-767307;MD
334397;-841505;GA
257464;-803049;FL
415906;-880293;IL
334608;-888297;MS
341103;-1181573;CA
408222;-739879;NJ
41903;-878636;IL
423096;-884353;IL
281493;-827623;FL
380329;-1219615;CA
281312;-825999;FL
275094;-97861;TX
387922;-899874;IL
418435;-902412;IA
372864;-800555;VA
435966;-847759;MI
379196;-1223025;CA
394948;-860544;IN
388492;-769225;MD
399565;-820132;OH
389215;-772273;VA
439734;-759094;NY
387931;-903899;MO
372254;-800072;VA
427986;-878762;WI
436721;-929784;MN
281102;-816157;FL
334619;-86809;AL
266348;-800969;FL
336073;-1117398;AZ
337636;-1177947;CA
278784;-822624;FL
397835;-841219;OH
407057;-1118986;UT
327194;-966151;TX
409821;-741127;NJ
42886;-881291;WI
39419;-762964;MD
271735;-802862;FL
328506;-967937;TX
444308;-880785;WI
296995;-984838;TX
335492;-1176417;CA
388802;-945227;MO
451702;-933903;MN
39327;-820987;OH
370711;-88644;KY
422113;-831558;MI
422543;-888649;IL
429853;-857446;MI
291126;-820149;FL
453314;-93567;MN
274612;-825822;FL
405961;-98.39;NE
361065;-800842;NC
476439;-1225434;WA
408071;-911247;IA
391285;-768476;MD
337672;-965808;TX
455243;-1231097;OR
341949;-971256;OK
336688;-95546;TX
337711;-842963;GA
409505;-759725;PA
32354;-903403;MS
447466;-930661;MN
338401;-790431;SC
259632;-80183;FL
414801;-713203;RI
307477;-865785;FL
417948;-879742;IL
304445;-866419;FL
281058;-825263;FL
381593;-790611;VA
35153;-901996;AR
414468;-827024;OH
478361;-1221877;WA
384028;-961932;KS
37726;-1209433;CA
40822;-729859;NY
389699;-773867;VA
321043;-812569;GA
279239;-823791;FL
402279;-833595;OH
431621;-862519;MI
406643;-736383;NY
326649;-1171604;CA
416043;-879497;IL
410195;-924186;IA
245642;-817775;FL
38677;-900063;IL
328719;-972515;TX
443022;-967859;SD
387339;-770069;MD
365453;-1193987;CA
409845;-1119065;UT
375571;-972551;KS
337267;-842723;GA
453109;-1227702;OR
397926;-843165;OH
420324;-974217;NE
365715;-1196143;CA
339209;-1182356;CA
422935;-833148;MI
408784;-740814;NJ
432352;-879839;WI
390437;-764974;MD
411511;-960665;NE
414944;-820159;OH
256219;-803221;FL
416076;-87652;IL
427057;-844135;MI
419225;-878163;IL
337542;-1180714;CA
261298;-97644;TX
342886;-1184362;CA
34045;-1172498;CA
324236;-901481;MS
425098;-941751;IA
390955;-772373;MD
405083;-74501;NJ
412884;-739227;NY
322778;-899896;MS
478533;-1222762;WA
427401;-846354;MI
456005;-1224304;WA
286984;-814251;FL
408033;-733375;NY
34108;-840558;GA
426735;-832448;MI
405748;-744152;NJ
367235;-970677;OK
284757;-808104;FL
482153;-1143274;MT
422891;-896346;IL
32744;-964529;TX
37809;-1213131;CA
442996;-932789;MN
335088;-884096;MS
341375;-1186689;CA
328657;-973654;TX
388868;-774453;VA
410279;-817323;OH
387771;-772268;VA
396339;-841449;OH
385478;-1213553;CA
295357;-954696;TX
320824;-964665;TX
411263;-1007641;NE
411181;-740682;NY
289594;-809406;FL
333114;-867573;AL
184375;-66144;PR
429845;-859499;MI
40469;-1049198;CO
424603;-878511;IL
453075;-1229601;OR
352418;-917351;AR
414195;-91068;IA
419906;-883135;IL
339631;-118183;CA
354483;-943528;AR
284727;-814169;FL
271184;-824137;FL
388192;-945335;MO
376942;-1221159;CA
302782;-814045;FL
431893;-887285;WI
278511;-822164;FL
340513;-1179681;CA
348661;-1170471;CA
258878;-803569;FL
422237;-83366;MI
300398;-99132;TX
33856;-1121168;AZ
405849;-742284;NJ
277618;-824003;FL
388477;-771305;VA
280694;-806736;FL
471279;-1192759;WA
337651;-78913;SC
469891;-1229175;WA
335214;-819547;SC
417918;-880888;IL
482964;-1226333;WA
341947;-821542;SC
418798;-878442;IL
326788;-974637;TX
280597;-82611;FL
388531;-772997;VA
311357;-977834;TX
414366;-973565;NE
420747;-880252;IL
423364;-889975;IL
440851;-702492;ME
389953;-768885;MD
477466;-1220755;WA
415947;-1092209;WY
432231;-123352;OR
414485;-820187;OH
347287;-822569;SC
406707;-733922;NY
395061;-847446;OH
35659;-784498;NC
322135;-809316;SC
416578;-876811;IL
476788;-1220284;WA
299438;-89966;LA
358731;-841821;TN
349157;-823124;SC
256708;-804018;FL
341157;-1180791;CA
375994;-1224023;CA
446572;-931687;MN
389241;-768875;MD
335455;-1177613;CA
477516;-1222489;WA
419295;-739968;NY
450377;-933599;MN
420423;-87789;IL
359981;-959736;OK
377618;-1208468;CA
385866;-903544;MO
416459;-814084;OH
32537;-943515;TX
468918;-1027925;ND
281396;-824467;FL
413865;-81.44;OH
478968;-1221818;WA
429494;-722998;NH
387601;-1211714;CA
447318;-928538;MN
378204;-859365;KY
328376;-1169268;CA
207653;-1564454;HI
419809;-880861;IL
332418;-842748;GA
423666;-890266;IL
338229;-1182931;CA
340566;-846716;GA
34.04;-117.93;CA
450658;-93206;MN
40573;-799603;PA
387332;-771149;VA
390277;-968508;KS
406736;-895419;IL
415468;-87504;IN
184406;-663997;PR
394804;-766294;MD
415985;-938869;IA
336405;-865815;AL
388158;-771543;VA
28293;-826907;FL
478635;-1221497;WA
397937;-857738;IN
389393;-1199828;CA
345408;-979215;OK
372915;-772985;VA
416284;-875979;IL
371406;-804036;VA
46829;-100887;ND
415483;-874588;IN
33938;-1183586;CA
304263;-872679;FL
407266;-736447;NY
39445;-757183;DE
374758;-1211536;CA
380674;-789014;VA
470916;-1223603;WA
389874;-946362;KS
412399;-814408;OH
449094;-971532;SD
353917;-977246;OK
411395;-1120656;UT
449793;-1229738;OR
414094;-815625;OH
310525;-97479;TX
304255;-866222;FL
40366;-104739;CO
373531;-774342;VA
418865;-879779;IL
370453;-932959;MO
360841;-1195613;CA
41691;-937234;IA
454358;-1225081;OR
323173;-908868;MS
305209;-878813;AL
400963;-753821;PA
407704;-729817;NY
396808;-104888;CO
325328;-926363;LA
478479;-1222327;WA
341618;-1192036;CA
339057;-1182683;CA
335942;-845629;GA
36681;-1217892;CA
388122;-949275;KS
407154;-743647;NJ
340601;-1174013;CA
419497;-880895;IL
342042;-780279;NC
306188;-871667;FL
331434;-970682;TX
476663;-1226828;WA
259385;-801246;FL
33989;-812202;SC
387872;-771085;VA
417448;-879822;IL
418833;-883242;IL
391241;-1215421;CA
354987;-864517;TN
456797;-1226553;WA
388052;-769199;MD
38322;-857673;IN
304727;-872495;FL
409956;-803458;PA
391941;-767428;MD
354483;-974408;OK
261504;-817936;FL
451679;-93083;MN
303666;-885506;MS
423954;-830559;MI
341234;-1164216;CA
406527;-742599;NJ
388029;-944583;MO
409107;-811189;OH
393393;-829939;OH
355182;-1087431;NM
387059;-93234;MO
41699;-915967;IA
278197;-826847;FL
342633;-862108;AL
307735;-881301;AL
449901;-933591;MN
415377;-836413;OH
213399;-1580677;HI
406676;-734706;NY
422195;-1217754;OR
434673;-704511;ME
330474;-1168766;CA
393807;-774206;MD
327624;-1169197;CA
415977;-876022;IL
41524;-815245;OH
406209;-744386;NJ
406904;-73539;NY
479096;-1223035;WA
34161;-1179504;CA
396189;-756808;DE
305259;-872733;FL
377673;-1215449;CA
34051;-811057;SC
408714;-730466;NY
341644;-848009;GA
386111;-77.34;VA
416069;-867142;IN
477921;-1223077;WA
30462;-87312;FL
335967;-858687;AL
425446;-832166;MI
39889;-827678;OH
359259;-790878;NC
471791;-122.17;WA
351944;-1188306;CA
349973;-852285;TN
396104;-119777;NV
360091;-961003;OK
434244;-707573;ME
401506;-842441;OH
348188;-825827;SC
384297;-903733;MO
421905;-1226992;OR
473667;-1221045;WA
454445;-1226219;OR
275805;-803848;FL
288815;-81324;FL
304019;-91002;LA
32856;-116904;CA
399315;-776556;PA
288563;-816771;FL
281864;-827429;FL
298876;-900666;LA
43488;-1163933;ID
425266;-878895;WI
29076;-822191;FL
457766;-1225413;WA
386983;-772164;VA
450375;-933869;MN
302337;-85637;FL
322147;-982205;TX
294548;-950589;TX
42912;-878627;WI
318393;-1110009;AZ
388821;-993221;KS
257785;-80376;FL
389803;-775323;VA
338333;-1172852;CA
42244;-836208;MI
340493;-1180484;CA
390764;-1084605;CO
394254;-842133;OH
389513;-774115;VA
478631;-1222037;WA
408439;-1119187;UT
415327;-878781;IL
414817;-876867;IL
330186;-966105;TX
346312;-790186;NC
402891;-841667;OH
408472;-739966;NJ
295521;-983074;TX
415199;-903879;IL
469999;-1205475;WA
40781;-740659;NJ
46544;-874082;MI
38749;-90295;MO
395627;-1191906;NV
425845;-719868;MA
406515;-735535;NY
360319;-803861;NC
346152;-924914;AR
368064;-1216555;CA
418994;-840447;MI
302011;-813948;FL
405069;-746523;NJ
423405;-880338;IL
384592;-826448;KY
340508;-840686;GA
408645;-744135;NJ
431698;-786956;NY
44455;-931698;MN
408381;-1157678;NV
452536;-929582;MN
397406;-1052118;CO
415723;-881124;IL
274345;-825793;FL
385696;-772895;VA
387627;-93726;MO
296243;-90751;LA
408668;-823156;OH
42287;-87967;IL
297905;-958353;TX
379459;-917607;MO
34151;-1187609;CA
47475;-1222728;WA
381796;-1222583;CA
348658;-1182155;CA
450484;-932472;MN
39.39;-745169;NJ
370365;-932158;MO
337933;-1183175;CA
341911;-1017235;TX
348821;-823336;SC
313624;-1109336;AZ
400355;-111739;UT
334871;-86.74;AL
352747;-775939;NC
342322;-1182353;CA
337301;-116941;CA
28382;-807675;FL
378897;-1223018;CA
432343;-881217;WI
394842;-881781;IL
424592;-831313;MI
448877;-930411;MN
302286;-933566;LA
414702;-818525;OH
384469;-121825;CA
374129;-946985;KS
387538;-829445;OH
408791;-733233;NY
342097;-1182002;CA
481141;-1234565;WA
397014;-751113;NJ
352904;-815451;NC
268941;-820513;FL
399601;-756058;PA
396322;-842724;OH
409049;-741201;NJ
416524;-834321;OH
353721;-862172;TN
393266;-765084;MD
314957;-1109885;AZ
481701;-1221442;WA
413123;-1119584;UT
349078;-768987;NC
338562;-840038;GA
350061;-809389;SC
323254;-966347;TX
413865;-817637;OH
421956;-88087;IL
361353;-961283;OK
478056;-1222401;WA
336209;-84359;GA
445703;-880928;WI
26181;-981177;TX
391605;-844535;OH
28361;-814358;FL
266916;-806656;FL
41724;-812536;OH
214756;-1579948;HI
449018;-930858;MN
406959;-736507;NY
389476;-858911;IN
431064;-895059;WI
278868;-818214;FL
336219;-1146195;CA
453594;-1228427;OR
354794;-1192013;CA
403581;-799073;PA
451216;-950569;MN
407602;-732617;NY
43539;-704624;ME
404456;-796554;PA
374301;-77474;VA
40369;-799669;PA
408211;-732109;NY
394999;-1215634;CA
316799;-1061903;TX
41183;-878784;IL
388394;-902847;MO
385499;-903264;MO
213591;-1580813;HI
419155;-833849;MI
355429;-97966;OK
417237;-883633;IL
457099;-1226632;WA
42238;-878596;IL
396515;-787584;MD
387682;-771587;VA
450573;-928313;MN
362111;-816669;NC
378808;-122179;CA
406579;-736742;NY
418901;-713934;RI
648006;-1473877;AK
456883;-1225738;WA
372659;-1078781;CO
478595;-1219851;WA
474467;-122143;WA
348069;-822271;SC
384689;-107859;CO
389897;-769808;MD
416563;-884507;IL
40326;-789194;PA
415095;-877468;IL
291721;-954293;TX
444622;-732202;VT
446951;-734563;NY
379931;-1222833;CA
39971;-1051441;CO
303983;-87665;AL
415035;-1120453;UT
269717;-823524;FL
32764;-1169688;CA
304169;-870229;FL
355071;-976418;OK
417213;-877013;IL
40747;-736394;NY
392428;-766922;MD
366146;-883207;KY
408157;-73502;NY
41.71;-837092;OH
305735;-842055;FL
427525;-84402;MI
413196;-816779;OH
40.2;-772034;PA
25665;-803042;FL
414892;-878363;IL
417438;-916112;IA
410957;-740155;NY
338653;-1183962;CA
403418;-79844;PA
390109;-845864;KY
340123;-1179043;CA
368032;-114133;NV
39839;-1050014;CO
337436;-1168871;CA
290011;-821953;FL
407967;-744772;NJ
344398;-1175248;CA
421654;-878516;IL
370466;-1009295;KS
389802;-768502;MD
404276;-1117957;UT
353886;-1192058;CA
442228;-884763;WI
318021;-859664;AL
42198;-1217248;OR
388597;-1046995;CO
343894;-1185883;CA
358018;-802682;NC
408037;-731246;NY
414499;-728189;CT
399682;-828833;OH
299654;-814896;FL
436954;-703539;ME
395352;-857793;IN
416483;-934783;IA
407005;-734119;NY
363146;-956095;OK
29704;-954621;TX
277556;-980653;TX
380368;-973449;KS
389133;-773969;VA
416701;-877368;IL
438883;-912075;WI
373409;-875034;KY
418829;-878762;IL
377822;-904282;MO
397292;-902317;IL
278435;-82784;FL
409579;-741582;NJ
41322;-814451;OH
413555;-888261;IL
338789;-1173687;CA
413696;-818641;OH
40684;-737077;NY
25633;-804353;FL
413443;-730689;CT
400772;-740702;NJ
417171;-722114;CT
443341;-697319;ME
455355;-1228006;OR
415591;-87661;IL
395796;-770067;MD
423764;-1229111;OR
426004;-761784;NY
384704;-780001;VA
392861;-845258;OH
332837;-868791;AL
32839;-115572;CA
38662;-90443;MO
305128;-977386;TX
415174;-814534;OH
408124;-730447;NY
406742;-734359;NY
408297;-731128;NY
317127;-989767;TX
337635;-1164271;CA
346565;-993061;OK
308394;-839782;GA
330874;-832414;GA
39103;-764876;MD
388731;-772426;VA
385117;-903574;MO
380018;-841908;KY
418245;-87847;IL
339949;-963923;OK
32734;-962931;TX
414036;-818219;OH
344818;-1186316;CA
301226;-937607;TX
394768;-801491;WV
371095;-1202349;CA
456188;-942206;MN
387484;-770821;VA
304106;-886568;MS
411879;-807531;OH
395615;-842348;OH
316956;-891449;MS
449259;-934056;MN
414429;-874697;IN
408203;-741057;NJ
386738;-1209872;CA
392106;-84606;OH
307567;-815722;GA
407431;-741531;NJ
32747;-1115992;AZ
409382;-742242;NJ
442125;-884271;WI
214936;-1580617;HI
419579;-879442;IL
389613;-769548;MD
408615;-1240758;CA
264765;-818193;FL
407031;-734678;NY
423435;-881059;IL
446627;-901728;WI
421394;-831929;MI
429467;-878641;WI
296235;-95733;TX
390223;-847217;KY
428124;-708878;MA
348522;-92.4;AR
350319;-1204985;CA
387239;-774476;VA
30169;-857407;FL
371487;-1133517;UT
38583;-905064;MO
388896;-772056;VA
418086;-883414;IL
338185;-843254;GA
416581;-814322;OH
418805;-807984;OH
397601;-863916;IN
374856;-776522;VA
27826;-823761;FL
387884;-769727;MD
349257;-957734;OK
382497;-856384;KY
387878;-774961;VA
407495;-734856;NY
407824;-734088;NY
419957;-886821;IL
428403;-856734;MI
407472;-86352;IN
25933;-816993;FL
387903;-772999;VA
447961;-1069642;WY
422129;-882494;IL
351241;-1205845;CA
390394;-769211;MD
359094;-815249;NC
317544;-956471;TX
334501;-84471;GA
28008;-826964;FL
409902;-737773;NY
403653;-806519;OH
407314;-733248;NY
452014;-93692;MN
408859;-745597;NJ
452652;-1226867;OR
429063;-858269;MI
371229;-805587;VA
332184;-92664;AR
42942;-741906;NY
278942;-973278;TX
436548;-933643;MN
339932;-810936;SC
405926;-743148;NJ
454156;-1226349;OR
419361;-878794;IL
324166;-870336;AL
304082;-887861;MS
428182;-788325;NY
286295;-813718;FL
299101;-900515;LA
391869;-766331;MD
362942;-76236;NC
327554;-974605;TX
317315;-930975;LA
38981;-770028;MD
284862;-81546;FL
306643;-911634;LA
443927;-898265;WI
262884;-983098;TX
387884;-902077;MO
